,count,hate_speech,offensive_language,neither,class,tweet
10517,,,,,neither,"That's what I 'm saying , even though they had Stone Age tools they were pretty advanced in their knowledge of plants ."
10518,,,,,hate_speech,So therefore they 're not the dumb brutes like blacks are .
10519,,,,,neither,"By the way , if the person you 're speaking to is claiming that blacks are held back it 's their duty to prove their claim , not your duty to disprove it ."
10520,,,,,neither,It 's not like cops are running around framing black people for crimes all day .
10521,,,,,hate_speech,In the eyes of the Jew and the libtard there is a race problem and the problem is us !
10522,,,,,hate_speech,They wo n't rest till they have wiped us off the face of the earth
10523,,,,,neither,I just added up the price of textbooks REQUIRED for an organic chemistry class .
10524,,,,,neither,The total was $ 0.75 shy of $ 400 .
10525,,,,,neither,Does anyone else find it does n't difficult to find a white Canadian woman to date who is not Looney lefty ?
10526,,,,,neither,Like they all have gay and lesbian friends for one and if you say you think homosexuality is an abomination then that is your last date .
10527,,,,,neither,Hungary must stick to its guns it is a sad day when sticking to ones guns means simply enforcing the law as proscribed
10528,,,,,neither,Canada is on par or worse than Germany these days for being anti-Nationalist .
10529,,,,,neither,I 'd imagine trying to live there as a white nationalist would be extremely hard .
10530,,,,,hate_speech,It should come as no surprise that the Jews start embracing the degeneracy that they promote ; what goes around comes around .
10531,,,,,neither,It's wise to think in terms of `` 3 's '' when stocking up .
10532,,,,,neither,"Lighting : candles , oil lamps , solar lamps Water : creek , well , spring Potatoes : freshly grown , dehydrated , canned Guns : handgun , rifle , shotgun Transportation : truck , bike , motorcycle The list is almost endless ."
10533,,,,,neither,Variety is always better than putting all your eggs in one basket .
10534,,,,,neither,its disgusting how a person color of skin determines whether or not you should give them training to become a doctor to save lives. thats racist .
10535,,,,,neither,"My french teacher at school found one way to get us boys to concentrate , put a french woman with big boobs in front of us ."
10536,,,,,neither,It worked for the one lesson she was there anyway .
10537,,,,,neither,I'm on the south shore ...
10538,,,,,neither,If anyone want 's to get together I 'm open to a BBQ with like-minded individuals .
10539,,,,,neither,Let me know !
10540,,,,,neither,We should only support white businesses whose products are made in white countries .
10541,,,,,neither,White money should only be for the benefit of the white race .
10542,,,,,neither,I took a race and ethnicity class at the college I went to .
10543,,,,,neither,I remember the teacher telling everyone that mixed races babies and mixed race peoples are always more healthy that pure bed babies .
10544,,,,,neither,Tiger woods was her example and a few others .
10545,,,,,neither,"Hi: I want to share these wonderful videos , very beautiful teachers and great new methods for everybody can easily learn ."
10546,,,,,neither,You Tube You Tube You Tube You Tube You Tube Im sorry Im joking this is so funny
10547,,,,,hate_speech,Their aggressiveness is a massive reason for their ' success ' .
10548,,,,,hate_speech,The have no concept of honour or of having respect for the feelings of others .
10549,,,,,neither,"hey remember the Japanese where on the Good side during WW2 on a light note , ya , I can be idolized and all my coworkers , we are all heroes ready to build the next rail gun cannons that will power WW3"
10550,,,,,neither,"She's lucky , I bet she 'll be more careful next time ."
10551,,,,,neither,There 's nothing else like hot lead to teach you respect for a firearm .
10552,,,,,neither,"The Aryan Body , Mind and Soul - Prodigies and Geniuses Dr. William Shockley ( February 13 , 1910 - August 12 , 1989 ) Dr. William Shockley was an American physicist and inventor ."
10553,,,,,neither,"Along with John Bardeen and Walter Houser Brattain , Shockley co-invented the transistor , for which all three were awarded the 1956 Nobel Prize in Physics ."
10554,,,,,neither,Shockley 's attempts to commercialize a new transistor design in the 1950s and 1960s led to California 's `` Silicon Valley '' becoming a hotbed of electronics innovation .
10555,,,,,neither,"In his later life , Shockley was a professor at Stanford and became a staunch advocate of eugenics ."
10556,,,,,neither,Dr. David Duke mentions about his friendship with Dr. William Shockley in his latest video ( 6/22/2010 ) titled `` Will the White Race Survive ? '' http://www.youtube.com/watch ? v = RoKl47nK04M
10557,,,,,neither,"What he means is to not directly support as far as possible , as opposed to indirectly support the system itself ( via taxes etc ) ."
10558,,,,,neither,You need to ask this when the Obama Administration instructed the IRS to target conservatives ?
10559,,,,,neither,New Claims That IRS Targeting Of Tea Party Groups Continuing - Trey Gowdy - America 's Newsroom - YouTube
10560,,,,,neither,I went there as a kid and it was great .
10561,,,,,neither,Was .
10562,,,,,hate_speech,I went back a cpl years ago and the black vermin were everywhere .
10563,,,,,neither,Lines ?
10564,,,,,hate_speech,Niggas do n't wait in no lines .
10565,,,,,hate_speech,And it stunk like refer and black sweat .
10566,,,,,neither,I would n't take my kids there without some serious hardcore buddies .
10567,,,,,hate_speech,The problem is there 's so many white liberal self hating traitors on the same side as the Jews and nonwhites .
10568,,,,,neither,Neither of the Diaz brothers are very bright but they generally come to fight .
10569,,,,,neither,I 'm sure McGregor and Nate will put on a good show but I 'm not forking over $ 50 for one good fight on a ppv
10570,,,,,neither,A punch in the face is a punch in the face regardless of where in the world it happens .
10571,,,,,neither,The effectiveness of any martial are is solely dependent on the person practicing it .
10572,,,,,neither,Ha.
10573,,,,,neither,I was just about to post a similar thread .
10574,,,,,neither,I knew if I waited long enough my university would eventually endorse this crap .
10575,,,,,neither,Have you ever seen the `` White Priviledge Checklist '' that these people use ?
10576,,,,,hate_speech,"I know I keep hoping I wake up one day and this multiracial hell Canada was all just a terrible nightmare , but it never happens ."
10577,,,,,neither,God I hate Canada !
10578,,,,,neither,"Ahead of their time , as you said Canada day is not about whites and their progeny who founded this nation anymore ."
10579,,,,,neither,``Lookhow my family is growing - two new fellas and a baby on the way !
10580,,,,,neither,This is the night he and I got all engaged and stuff .
10581,,,,,neither,X ) `` Stone Family Band : with new in-law at far left and new future in-law at far right .
10582,,,,,neither,"While it is hard to compete with the success of the white nationalist front under supreme chairman Goudreau , There are groups and a community here that is working to build up a local movement based on positive activism and friendly gatherings ."
10583,,,,,hate_speech,We have such a huge Asian problem .
10584,,,,,neither,If we got rid of all Asians in the country Canada would be massively white .
10585,,,,,neither,Blacks only account for around 4 percent of the population .
10586,,,,,neither,"Animal Grief in the 19th Century Old Shepherd s Chief Mourner by Edwin Henry Landseer , 1827 ."
10587,,,,,neither,"During the 19th century , attributing human feelings to animals was generally considered to be more sentimentality than science ."
10588,,,,,neither,"Nevertheless , Regency and Victorian era reports abound of dogs who wasted away at their master s graves , cats who refused to eat or drink upon the death of their mistress , and even a pet monkey who committed suicide ."
